id,fecha,imagen_path,angulo,ultrasonico,infrarrojo,kalman
63,2025-12-06T14:00:06.896042,,"[0, 3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33, 36, 39, 42, 45, 48, 51, 54, 57, 60, 63, 66, 69, 72, 75, 78, 81, 84, 87, 90, 93, 96, 99, 102, 105, 108, 111, 114, 117, 120, 123, 126, 129, 132, 135, 138, 141, 144, 147, 150, 153, 156, 159, 162, 165, 168, 171, 174, 177, 180]","[183.0, 178.0, 183.0, 183.0, 189.0, 185.0, 258.0, 263.0, 243.0, 216.0, 234.0, 213.0, 218.0, 207.0, 201.0, 196.0, 195.0, 190.0, 189.0, 189.0, 189.0, 189.0, 189.0, 193.0, 193.0, 190.0, 185.0, 190.0, 189.0, 192.0, 189.0, 189.0, 188.0, 188.0, 189.0, 189.0, 189.0, 190.0, 195.0, 196.0, 201.0, 201.0, 212.0, 212.0, 205.0, 210.0, 241.0, 240.0, 241.0, 246.0, 242.0, 242.0, 247.0, 248.0, 249.0, 263.0, 199.0, 155.0, 176.0, 153.0, 144.0]","[178.93, 179.93, 179.93, 180.93, 185.93, 188.93, 196.93, 203.93, 216.93, 228.93, 243.93, 229.93, 210.93, 215.93, 220.93, 215.93, 211.93, 207.93, 203.93, 200.93, 198.93, 196.93, 194.93, 191.93, 189.93, 190.93, 192.93, 191.93, 190.93, 195.93, 195.93, 193.93, 192.93, 191.93, 191.93, 191.93, 192.93, 192.93, 190.93, 191.93, 194.93, 197.93, 204.93, 207.93, 210.93, 214.93, 222.93, 243.93, 256.93, 218.93, 201.93, 203.93, 201.93, 199.93, 192.93, 182.93, 172.93, 163.93, 156.93, 152.93, 148.93]","[172.42891509433963, 175.92895705521474, 178.27510756489244, 179.69261270619262, 182.55868212293925, 184.1561921605933, 199.7482478710536, 211.8519804292455, 218.34651383243178, 219.82249890265354, 226.681413750344, 224.81248530265694, 221.10533153933122, 217.65157571067877, 215.2560496127737, 211.9274551893178, 208.89571447147185, 205.33795983161494, 202.1591544364788, 199.58179402939817, 197.56953501216861, 195.919925476581, 194.5030434830399, 193.77289897726845, 192.9460766985593, 192.0572121905925, 190.94940376671906, 190.9549912353478, 190.60031938154435, 191.80574168204933, 192.04192596470875, 191.83523787081307, 191.34433978158455, 190.8501808639254, 190.71218690379928, 190.623630324433, 190.74592859470113, 191.00354136865727, 191.70624877058825, 192.51546349613247, 194.46780119888552, 196.25808549565903, 200.63130501702463, 203.97517189603852, 205.40455801526895, 207.93401480028328, 216.54329715051813, 225.65081462581247, 234.00329801273838, 233.45219110553484, 229.33681793973463, 227.05406593137695, 226.12651346353803, 225.3521349036589, 223.78041061602482, 223.48828359058686, 210.04528321192967, 191.92451388402546, 182.80345031939544, 172.1135996304541, 162.92479466588227]"
