id,fecha,imagen_path,angulo,ultrasonico,infrarrojo,kalman
15,2025-12-06T13:13:46.921087,,"[0, 3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33, 36, 39, 42, 45, 48, 51, 54, 57, 60, 63, 66, 69, 72, 75, 78, 81, 84, 87, 90, 93, 96, 99, 102, 105, 108, 111, 114, 117, 120, 123, 126, 129, 132, 135, 138, 141, 144, 147, 150, 153, 156, 159, 162, 165, 168, 171, 174, 177, 180]","[207.0, 207.0, 207.0, 207.0, 212.0, 212.0, 212.0, 213.0, 213.0, 216.0, 224.0, 232.0, 287.0, 241.0, 239.0, 273.0, 265.0, 250.0, 231.0, 231.0, 224.0, 220.0, 205.0, 208.0, 208.0, 198.0, 203.0, 198.0, 197.0, 201.0, 201.0, 204.0, 200.0, 199.0, 196.0, 196.0, 196.0, 196.0, 197.0, 197.0, 202.0, 203.0, 208.0, 213.0, 214.0, 224.0, 226.0, 231.0, 257.0, 247.0, 241.0, 249.0, 239.0, 238.0, 237.0, 233.0, 232.0, 232.0, 232.0, 231.0, 232.0]","[213.93, 210.93, 213.93, 212.93, 209.93, 211.93, 215.93, 216.93, 217.93, 220.93, 225.93, 230.93, 238.93, 238.93, 257.93, 262.93, 247.93, 229.93, 228.93, 242.93, 243.93, 238.93, 231.93, 227.93, 222.93, 218.93, 215.93, 213.93, 210.93, 207.93, 205.93, 204.93, 202.93, 198.93, 194.93, 192.93, 197.93, 197.93, 200.93, 201.93, 202.93, 205.93, 206.93, 210.93, 214.93, 217.93, 221.93, 224.93, 223.93, 240.93, 262.93, 250.93, 240.93, 243.93, 246.93, 245.93, 242.93, 240.93, 238.93, 234.93, 233.93]","[200.53740566037732, 205.05034180543382, 207.34504999495, 208.35152719378996, 209.31524582980614, 210.2759138983169, 211.60406027056106, 212.81057967295646, 213.76233823605742, 215.44768043983623, 218.8578139490082, 223.37469657827208, 237.55856232228817, 238.4206953435206, 242.01915814137374, 251.3144679418678, 253.15968631051823, 248.43258872075688, 241.81643449772884, 240.07837128232316, 237.88820970186637, 234.87053104208164, 228.99312534489513, 225.0422159572683, 221.61110584392594, 216.901413914843, 214.23726233969046, 211.27366173952504, 208.65527834841447, 207.1540794117914, 205.83243878804313, 205.34254349140426, 203.9533841845597, 202.16625779088878, 199.76548146216143, 197.866543856371, 197.54355894559384, 197.33628582393547, 197.91978500605535, 198.4733699741341, 199.9034016455264, 201.53762878501516, 203.66115438999373, 206.63606993570116, 209.44084339228777, 213.56945972905322, 217.2937407201161, 221.11680013318448, 228.0484391915846, 233.75066758153616, 240.27609004375964, 243.74721537574388, 242.39220808792106, 241.88089998717803, 241.91102945336618, 241.0347208864886, 239.75584135791757, 238.57687253143447, 237.4620206417427, 235.85092895666048, 234.81702306291038]"
